#E,eV        Sig,b        Interpolation
 24352.8     0.543769     Lin-Lin
 24358.2     0.541339     Lin-Lin
 24361.9     0.539721     Lin-Lin
 24365.5     0.539        Lin-Lin
 24376.4     0.536844     Lin-Lin
 24386.4     0.534871     Lin-Lin
 24391       0.534519     Lin-Lin
 24427.4     0.531717     Lin-Lin
 24485.6     0.5301       Lin-Lin
 24543.8     0.528486     Lin-Lin
 24776.7     0.525934     Lin-Lin
 25111.7     0.525021     Lin-Lin
 25446.7     0.527118     Lin-Lin
 25466       0.527239     Lin-Lin
 25781.8     0.532189     Lin-Lin
 26116.8     0.541319     Lin-Lin
 26326.2     0.549359     Lin-Lin
 26430.9     0.554416     Lin-Lin
 26535.6     0.559475     Lin-Lin
 26745       0.571928     Lin-Lin
 26954.4     0.587024     Lin-Lin
 27172.1     0.605904     Lin-Lin
 27389.9     0.628461     Lin-Lin
 27456.9     0.636704     Lin-Lin
 27590.9     0.653195     Lin-Lin
 27724.9     0.672151     Lin-Lin
 27791.9     0.681632     Lin-Lin
 27925.9     0.703247     Lin-Lin
 28093.4     0.733433     Lin-Lin
 28177.2     0.750461     Lin-Lin
 28261       0.767493     Lin-Lin
 28395       0.797842     Lin-Lin
 28529       0.831238     Lin-Lin
 28596       0.849596     Lin-Lin
 28663       0.867956     Lin-Lin
 28797       0.908315     Lin-Lin
 28931       0.952672     Lin-Lin
 28998       0.977041     Lin-Lin
 29065       1.00141      Lin-Lin
 29199       1.05498      Lin-Lin
 29333.1     1.11386      Lin-Lin
 29400.1     1.14622      Lin-Lin
 29467.1     1.17859      Lin-Lin
 29601.1     1.24979      Lin-Lin
 29735.1     1.32813      Lin-Lin
 29802.1     1.37126      Lin-Lin
 29869.1     1.41439      Lin-Lin
 30003.1     1.50941      Lin-Lin
 30137.1     1.61418      Lin-Lin
 30271.1     1.72977      Lin-Lin
 30405.1     1.85744      Lin-Lin
 30539.2     1.99856      Lin-Lin
 30673.2     2.15472      Lin-Lin
 30807.2     2.3276       Lin-Lin
 30840.7     2.37502      Lin-Lin
 30907.7     2.46988      Lin-Lin
 31008.2     2.62301      Lin-Lin
 31108.7     2.78966      Lin-Lin
 31175.7     2.90929      Lin-Lin
 31209.2     2.96912      Lin-Lin
 31309.7     3.1647       Lin-Lin
 31343.2     3.23499      Lin-Lin
 31410.2     3.3756       Lin-Lin
 31477.2     3.52907      Lin-Lin
 31510.7     3.60581      Lin-Lin
 31611.2     3.85439      Lin-Lin
 31711.8     4.12615      Lin-Lin
 31745.3     4.22409      Lin-Lin
 31812.3     4.41998      Lin-Lin
 31879.3     4.63442      Lin-Lin
 31912.8     4.74165      Lin-Lin
 32013.3     5.08986      Lin-Lin
 32113.8     5.47155      Lin-Lin
 32147.3     5.6094       Lin-Lin
 32214.3     5.88513      Lin-Lin
 32281.3     6.18762      Lin-Lin
 32314.8     6.33888      Lin-Lin
 32415.3     6.83083      Lin-Lin
 32515.8     7.37078      Lin-Lin
 32549.3     7.56592      Lin-Lin
 32616.3     7.95622      Lin-Lin
 32683.3     8.38439      Lin-Lin
 32716.8     8.59849      Lin-Lin
 32817.3     9.29428      Lin-Lin
 32917.9     10.0564      Lin-Lin
 32951.4     10.331       Lin-Lin
 33018.4     10.8803      Lin-Lin
 33085.4     11.4799      Lin-Lin
 33118.9     11.7797      Lin-Lin
 33219.4     12.7482      Lin-Lin
 33319.9     13.7992      Lin-Lin
 33353.4     14.1741      Lin-Lin
 33420.4     14.9238      Lin-Lin
 33520.9     16.1328      Lin-Lin
 33621.4     17.4142      Lin-Lin
 33755.4     19.2552      Lin-Lin
 33788.9     19.7155      Lin-Lin
 33931.3     21.7861      Lin-Lin
 34056.9     23.6536      Lin-Lin
 34191       25.6454      Lin-Lin
 34258       26.6413      Lin-Lin
 34325       27.5853      Lin-Lin
 34392       28.5292      Lin-Lin
 34425.5     28.9559      Lin-Lin
 34492.5     29.8094      Lin-Lin
 34526       30.1914      Lin-Lin
 34593       30.9553      Lin-Lin
 34626.5     31.2744      Lin-Lin
 34693.5     31.9125      Lin-Lin
 34727       32.1661      Lin-Lin
 34800.7     32.7239      Lin-Lin
 34896.2     33.2119      Lin-Lin
 34995       33.5176      Lin-Lin
 35062       33.5886      Lin-Lin
 35095.5     33.5586      Lin-Lin
 35162.5     33.4984      Lin-Lin
 35196       33.402       Lin-Lin
 35263       33.2092      Lin-Lin
 35296.6     33.0448      Lin-Lin
 35363.6     32.7158      Lin-Lin
 35430.6     32.284       Lin-Lin
 35464.1     32.068       Lin-Lin
 35598.1     30.992       Lin-Lin
 35765.6     29.4163      Lin-Lin
 36033.6     26.632       Lin-Lin
 36167.6     25.2398      Lin-Lin
 36301.6     23.8478      Lin-Lin
 36435.6     22.5399      Lin-Lin
 36502.6     21.8861      Lin-Lin
 36569.7     21.2723      Lin-Lin
 36636.7     20.6585      Lin-Lin
 36703.7     20.0817      Lin-Lin
 36770.7     19.5049      Lin-Lin
 36837.7     18.966       Lin-Lin
 36904.7     18.427       Lin-Lin
 36971.7     17.9254      Lin-Lin
 37038.7     17.4239      Lin-Lin
 37105.7     16.9584      Lin-Lin
 37172.7     16.4929      Lin-Lin
 37239.7     16.0617      Lin-Lin
 37306.7     15.6306      Lin-Lin
 37373.7     15.2316      Lin-Lin
 37440.7     14.8326      Lin-Lin
 37507.7     14.4635      Lin-Lin
 37574.7     14.0945      Lin-Lin
 37641.7     13.7532      Lin-Lin
 37708.8     13.4119      Lin-Lin
 37775.8     13.096       Lin-Lin
 37842.8     12.7802      Lin-Lin
 37909.8     12.4878      Lin-Lin
 37976.8     12.1955      Lin-Lin
 38043.8     11.9245      Lin-Lin
 38110.8     11.6536      Lin-Lin
 38177.8     11.4023      Lin-Lin
 38244.8     11.151       Lin-Lin
 38311.8     10.9207      Lin-Lin
 38445.8     10.4603      Lin-Lin
 38579.8     10.051       Lin-Lin
 38646.8     9.84642      Lin-Lin
 38713.8     9.66056      Lin-Lin
 38847.8     9.28885      Lin-Lin
 38981.9     8.95638      Lin-Lin
 39048.9     8.79015      Lin-Lin
 39115.9     8.63832      Lin-Lin
 39249.9     8.33468      Lin-Lin
 39383.9     8.06132      Lin-Lin
 39450.9     7.92464      Lin-Lin
 39517.9     7.80146      Lin-Lin
 39651.9     7.55512      Lin-Lin
 39718.9     7.43196      Lin-Lin
 39785.9     7.32269      Lin-Lin
 39919.9     7.10416      Lin-Lin
 39986.9     6.9949       Lin-Lin
 40120.9     6.8001       Lin-Lin
 40255       6.60531      Lin-Lin
 40322       6.51809      Lin-Lin
 40523       6.25642      Lin-Lin
 40724       6.02107      Lin-Lin
 40791       5.94262      Lin-Lin
 40925       5.80236      Lin-Lin
 41126       5.59198      Lin-Lin
 41327.1     5.40705      Lin-Lin
 41477.8     5.26836      Lin-Lin
 41561.6     5.19849      Lin-Lin
 41729.1     5.05874      Lin-Lin
 41997.1     4.85444      Lin-Lin
 42265.1     4.67068      Lin-Lin
 42374       4.59602      Lin-Lin
 42482.9     4.52967      Lin-Lin
 42700.7     4.39696      Lin-Lin
 42805.4     4.33317      Lin-Lin
 42910.1     4.27674      Lin-Lin
 43119.4     4.16389      Lin-Lin
 43224.1     4.10746      Lin-Lin
 43328.8     4.05625      Lin-Lin
 43538.2     3.95385      Lin-Lin
 43873.3     3.80399      Lin-Lin
 44208.3     3.66976      Lin-Lin
 44375.8     3.60264      Lin-Lin
 44543.3     3.54236      Lin-Lin
 44878.3     3.42179      Lin-Lin
 45213.4     3.31533      Lin-Lin
 45380.9     3.2621       Lin-Lin
 45548.4     3.21375      Lin-Lin
 45883.4     3.11704      Lin-Lin
 46218.5     3.03151      Lin-Lin
 46552.9     2.94613      Lin-Lin
 47023.8     2.83956      Lin-Lin
 47160.4     2.80867      Lin-Lin
 47433.4     2.75417      Lin-Lin
 47842.9     2.67244      Lin-Lin
 47979.4     2.64519      Lin-Lin
 48252.4     2.59656      Lin-Lin
 48525.5     2.54792      Lin-Lin
 49071.5     2.46093      Lin-Lin
 49345       2.41735      Lin-Lin
 49618.5     2.37822      Lin-Lin
 50165.5     2.29995      Lin-Lin
 50712.5     2.23086      Lin-Lin
 50986       2.19631      Lin-Lin
 51259.5     2.16558      Lin-Lin
 51806.5     2.10412      Lin-Lin
 52080       2.07339      Lin-Lin
 52353.5     2.04648      Lin-Lin
 52900.5     1.99267      Lin-Lin
 53174       1.96577      Lin-Lin
 53447.5     1.94205      Lin-Lin
 53994.5     1.89462      Lin-Lin
 54268       1.8709       Lin-Lin
 54815       1.8289       Lin-Lin
 55362       1.78691      Lin-Lin
 55635.5     1.76829      Lin-Lin
 56456.1     1.71243      Lin-Lin
 57276.6     1.66361      Lin-Lin
 57823.6     1.63106      Lin-Lin
 58165.4     1.61384      Lin-Lin
 59191.1     1.56218      Lin-Lin
 59874.8     1.53363      Lin-Lin
 60558.6     1.50507      Lin-Lin
 61269.7     1.48118      Lin-Lin
 61625.2     1.46923      Lin-Lin
 61980.8     1.4598       Lin-Lin
 62855.2     1.4366       Lin-Lin
 63731.2     1.4216       Lin-Lin
 64004.7     1.41692      Lin-Lin
 64551.7     1.41242      Lin-Lin
 65044       1.40837      Lin-Lin
 65372.2     1.40758      Lin-Lin
 65536.3     1.40864      Lin-Lin
 66575.6     1.41537      Lin-Lin
 67450.8     1.4321       Lin-Lin
 68107.2     1.45221      Lin-Lin
 68326       1.46104      Lin-Lin
 68763.6     1.47871      Lin-Lin
 68982.4     1.49052      Lin-Lin
 69420       1.51414      Lin-Lin
 69638.8     1.52873      Lin-Lin
 70076.4     1.55791      Lin-Lin
 70295.2     1.57558      Lin-Lin
 70514       1.59325      Lin-Lin
 70951.6     1.63383      Lin-Lin
 71389.2     1.6802       Lin-Lin
 71608       1.70659      Lin-Lin
 71826.8     1.73298      Lin-Lin
 72264.4     1.79286      Lin-Lin
 72702       1.86066      Lin-Lin
 73139.6     1.93726      Lin-Lin
 73577.2     2.02369      Lin-Lin
 74014.9     2.1211       Lin-Lin
 74452.5     2.23082      Lin-Lin
 74890.1     2.35434      Lin-Lin
 75327.7     2.49338      Lin-Lin
 75765.3     2.64986      Lin-Lin
 76202.9     2.82594      Lin-Lin
 76312.3     2.87496      Lin-Lin
 76531.1     2.973        Lin-Lin
 76859.3     3.13251      Lin-Lin
 77187.5     3.30834      Lin-Lin
 77296.9     3.37191      Lin-Lin
 77515.7     3.49904      Lin-Lin
 77734.5     3.63921      Lin-Lin
 77843.9     3.7093       Lin-Lin
 78172.1     3.93738      Lin-Lin
 78500.3     4.18889      Lin-Lin
 78609.7     4.27982      Lin-Lin
 78828.5     4.46169      Lin-Lin
 79047.3     4.66217      Lin-Lin
 79156.7     4.76241      Lin-Lin
 79484.9     5.08844      Lin-Lin
 79813.1     5.44744      Lin-Lin
 79922.5     5.57701      Lin-Lin
 80141.3     5.83616      Lin-Lin
 80360.1     6.1209       Lin-Lin
 80469.5     6.26327      Lin-Lin
 80797.7     6.72462      Lin-Lin
 81125.9     7.22961      Lin-Lin
 81235.3     7.41068      Lin-Lin
 81454.1     7.77284      Lin-Lin
 81672.9     8.16679      Lin-Lin
 81782.3     8.36377      Lin-Lin
 82110.5     8.99535      Lin-Lin
 82219.9     9.22376      Lin-Lin
 82438.7     9.68057      Lin-Lin
 82766.9     10.3963      Lin-Lin
 83204.5     11.4221      Lin-Lin
 83751.5     12.7873      Lin-Lin
 84189.1     13.9166      Lin-Lin
 84626.7     15.0459      Lin-Lin
 84845.5     15.6106      Lin-Lin
 85064.3     16.1487      Lin-Lin
 85283.1     16.6868      Lin-Lin
 85392.5     16.9284      Lin-Lin
 85720.7     17.653       Lin-Lin
 86059.9     18.2947      Lin-Lin
 86311.5     18.7117      Lin-Lin
 86595.9     19.0934      Lin-Lin
 86650.6     19.1464      Lin-Lin
 86924.1     19.4113      Lin-Lin
 87252.3     19.6103      Lin-Lin
 87580.5     19.6711      Lin-Lin
 87990.8     19.5632      Lin-Lin
 88018.1     19.5454      Lin-Lin
 88346.3     19.3315      Lin-Lin
 88455.7     19.2222      Lin-Lin
 88674.5     19.0038      Lin-Lin
 89057.4     18.524       Lin-Lin
 89549.7     17.78        Lin-Lin
 89768.5     17.4209      Lin-Lin
 89987.3     17.0618      Lin-Lin
 90096.7     16.8823      Lin-Lin
 90206.1     16.7028      Lin-Lin
 90329.2     16.5008      Lin-Lin
 90370.2     16.4335      Lin-Lin
 90424.9     16.3616      Lin-Lin
 90479.6     16.2896      Lin-Lin
 90534.3     16.2176      Lin-Lin
 90589       16.1457      Lin-Lin
 90602.7     16.135       Lin-Lin
 90643.7     16.1029      Lin-Lin
 90684.8     16.0707      Lin-Lin
 90698.4     16.06        Lin-Lin
 90725.8     16.054       Lin-Lin
 90753.1     16.0479      Lin-Lin
 90753.1     16.0479      Lin-Lin
 90780.5     16.0625      Lin-Lin
 90807.8     16.077       Lin-Lin
 90824.9     16.0862      Lin-Lin
 90831.8     16.0975      Lin-Lin
 90855.7     16.1371      Lin-Lin
 90872.8     16.1655      Lin-Lin
 90873.7     16.1682      Lin-Lin
 90891.6     16.2252      Lin-Lin
 90909.6     16.2822      Lin-Lin
 90920.7     16.3175      Lin-Lin
 90927.5     16.353       Lin-Lin
 90945.5     16.4465      Lin-Lin
 90956.6     16.5043      Lin-Lin
 90963.4     16.5582      Lin-Lin
 90975.4     16.6524      Lin-Lin
 90987.3     16.7467      Lin-Lin
 90992.5     16.7871      Lin-Lin
 90999.3     16.8627      Lin-Lin
 91013.4     17.0186      Lin-Lin
 91016.4     17.0517      Lin-Lin
 91022.8     17.1458      Lin-Lin
 91032.2     17.2837      Lin-Lin
 91040.3     17.4029      Lin-Lin
 91041.6     17.4274      Lin-Lin
 91051       17.6069      Lin-Lin
 91060.2     17.7822      Lin-Lin
 91060.4     17.7878      Lin-Lin
 91069.8     18.0169      Lin-Lin
 91078.2     18.2224      Lin-Lin
 91080       18.2663      Lin-Lin
 91085.7     18.437       Lin-Lin
 91093.1     18.662       Lin-Lin
 91094.9     18.7158      Lin-Lin
 91100.6     18.9212      Lin-Lin
 91108.1     19.1911      Lin-Lin
 91109.8     19.2549      Lin-Lin
 91115.5     19.5008      Lin-Lin
 91123       19.8228      Lin-Lin
 91124.3     19.8786      Lin-Lin
 91130.4     20.1923      Lin-Lin
 91137.8     20.5658      Lin-Lin
 91137.8     20.5673      Lin-Lin
 91145       20.9908      Lin-Lin
 91151.3     21.3644      Lin-Lin
 91155.8     21.6643      Lin-Lin
 91164.9     22.2684      Lin-Lin
 91166.6     22.4014      Lin-Lin
 91181.1     23.4745      Lin-Lin
 91182.9     23.609       Lin-Lin
 91198.9     24.828       Lin-Lin
 91205.9     25.3595      Lin-Lin
 91209.4     25.5889      Lin-Lin
 91216.3     26.0477      Lin-Lin
 91219.8     26.277       Lin-Lin
 91223.3     26.4508      Lin-Lin
 91230.3     26.7982      Lin-Lin
 91237.2     27.0115      Lin-Lin
 91240.7     27.1181      Lin-Lin
 91244.2     27.1533      Lin-Lin
 91249.3     27.2047      Lin-Lin
 91255       27.1514      Lin-Lin
 91257.9     27.1247      Lin-Lin
 91260.8     27.0444      Lin-Lin
 91266.5     26.8836      Lin-Lin
 91272.2     26.6413      Lin-Lin
 91280.7     26.1558      Lin-Lin
 91283.6     25.9939      Lin-Lin
 91289.3     25.5916      Lin-Lin
 91295       25.1893      Lin-Lin
 91298.7     24.9009      Lin-Lin
 91328       22.5936      Lin-Lin
 91329.1     22.5041      Lin-Lin
 91339       21.7935      Lin-Lin
 91346.2     21.2742      Lin-Lin
 91350       21.037       Lin-Lin
 91357.2     20.5862      Lin-Lin
 91363.2     20.2067      Lin-Lin
 91364.3     20.1533      Lin-Lin
 91371.3     19.7795      Lin-Lin
 91378.4     19.4058      Lin-Lin
 91380.3     19.3057      Lin-Lin
 91385.5     19.0763      Lin-Lin
 91392.6     18.7629      Lin-Lin
 91396.1     18.6062      Lin-Lin
 91399.6     18.4739      Lin-Lin
 91406.7     18.2094      Lin-Lin
 91411.3     18.0393      Lin-Lin
 91414.8     17.9271      Lin-Lin
 91423.9     17.6386      Lin-Lin
 91426.4     17.5585      Lin-Lin
 91433       17.3855      Lin-Lin
 91442.1     17.146       Lin-Lin
 91446.6     17.0263      Lin-Lin
 91451.2     16.9287      Lin-Lin
 91460.3     16.7334      Lin-Lin
 91466.9     16.5925      Lin-Lin
 91469.4     16.5485      Lin-Lin
 91478.5     16.3903      Lin-Lin
 91489.1     16.2058      Lin-Lin
 91491.1     16.1707      Lin-Lin
 91501.2     16.0287      Lin-Lin
 91513.4     15.8584      Lin-Lin
 91515.4     15.83        Lin-Lin
 91525.5     15.7183      Lin-Lin
 91537.6     15.5844      Lin-Lin
 91549.8     15.4505      Lin-Lin
 91551.8     15.4282      Lin-Lin
 91567.9     15.2898      Lin-Lin
 91586.4     15.132       Lin-Lin
 91589.2     15.1082      Lin-Lin
 91605.3     15.0014      Lin-Lin
 91624.3     14.8762      Lin-Lin
 91639.7     14.7745      Lin-Lin
 91643.2     14.7572      Lin-Lin
 91668.5     14.6342      Lin-Lin
 91681.2     14.5726      Lin-Lin
 91709.5     14.4348      Lin-Lin
 91719.6     14.3856      Lin-Lin
 91737.8     14.3161      Lin-Lin
 91766.1     14.208       Lin-Lin
 91774.2     14.1771      Lin-Lin
 91794.4     14.1152      Lin-Lin
 91832.3     13.999       Lin-Lin
 91870.2     13.8829      Lin-Lin
 91895.5     13.8055      Lin-Lin
 91910.6     13.7692      Lin-Lin
 91956.1     13.6604      Lin-Lin
 92016.8     13.5153      Lin-Lin
 92077.4     13.3702      Lin-Lin
 92097.6     13.3219      Lin-Lin
 92178.5     13.1601      Lin-Lin
 92259.4     12.9983      Lin-Lin
 92340.2     12.8365      Lin-Lin
 92451.4     12.6397      Lin-Lin
 92562.6     12.443       Lin-Lin
 92714.2     12.1747      Lin-Lin
 92865.9     11.9343      Lin-Lin
 93068       11.6137      Lin-Lin
 93270.2     11.2931      Lin-Lin
 93573.4     10.8612      Lin-Lin
 93876.7     10.4294      Lin-Lin
 94078.9     10.1705      Lin-Lin
 94483.2     9.65269      Lin-Lin
 94887.5     9.17835      Lin-Lin
 95291.9     8.73616      Lin-Lin
 95696.2     8.32388      Lin-Lin
 96100.5     7.93934      Lin-Lin
 96504.9     7.58051      Lin-Lin
 96909.2     7.25252      Lin-Lin
 97111.4     7.08853      Lin-Lin
 97313.5     6.93875      Lin-Lin
 97717.9     6.63919      Lin-Lin
 98223.3     6.30148      Lin-Lin
 98324.4     6.23394      Lin-Lin
 98526.5     6.11209      Lin-Lin
 98728.7     5.99024      Lin-Lin
 98962.5     5.84936      Lin-Lin
 98994       5.83033      Lin-Lin
 99032       5.80748      Lin-Lin
 99133       5.75267      Lin-Lin
 99208.8     5.71157      Lin-Lin
 99259.4     5.68417      Lin-Lin
 99309.9     5.65678      Lin-Lin
 99348.8     5.63574      Lin-Lin
 99375.9     5.62103      Lin-Lin
 99403       5.60633      Lin-Lin
 99430.2     5.59164      Lin-Lin
 99450.2     5.58083      Lin-Lin
 99469.4     5.57045      Lin-Lin
 99488.6     5.56006      Lin-Lin
 99501.4     5.55315      Lin-Lin
 99514.2     5.54623      Lin-Lin
 99527       5.53933      Lin-Lin
 99536.6     5.53415      Lin-Lin
 99546.2     5.52899      Lin-Lin
 99553.9     5.52483      Lin-Lin
 99561.6     5.52068      Lin-Lin
 99569.4     5.51654      Lin-Lin
 99577.1     5.5124       Lin-Lin
 99584.8     5.50828      Lin-Lin
 99590.6     5.50519      Lin-Lin
 99596.4     5.50211      Lin-Lin
 99602.2     5.49904      Lin-Lin
 99608       5.49599      Lin-Lin
 99613.8     5.49294      Lin-Lin
 99617.7     5.49092      Lin-Lin
 99621.5     5.48891      Lin-Lin
 99625.4     5.48691      Lin-Lin
 99629.3     5.48492      Lin-Lin
 99633.1     5.48294      Lin-Lin
 99637       5.48098      Lin-Lin
 99640.4     5.47928      Lin-Lin
 99643.3     5.47784      Lin-Lin
 99646.2     5.47641      Lin-Lin
 99649.1     5.475        Lin-Lin
 99652       5.47361      Lin-Lin
 99654.1     5.47259      Lin-Lin
 99656.3     5.47158      Lin-Lin
 99658.5     5.47059      Lin-Lin
 99660.7     5.46962      Lin-Lin
 99662.1     5.46898      Lin-Lin
 99664.1     5.46816      Lin-Lin
 99666       5.46737      Lin-Lin
 99667.9     5.46661      Lin-Lin
 99669.4     5.46606      Lin-Lin
 99670.8     5.46554      Lin-Lin
 99671.4     5.46534      Lin-Lin
 99672.3     5.46545      Lin-Lin
 99673.7     5.46567      Lin-Lin
 99675.2     5.46594      Lin-Lin
 99676.1     5.46615      Lin-Lin
 99677.1     5.46638      Lin-Lin
 99678.3     5.46671      Lin-Lin
 99679.1     5.46697      Lin-Lin
 99679.4     5.46748      Lin-Lin
 99680.5     5.46962      Lin-Lin
 99681.6     5.47182      Lin-Lin
 99682.6     5.47409      Lin-Lin
 99683.4     5.47565      Lin-Lin
 99684.1     5.47725      Lin-Lin
 99684.8     5.4789       Lin-Lin
 99685.5     5.4806       Lin-Lin
 99686.3     5.48235      Lin-Lin
 99687       5.48417      Lin-Lin
 99687.7     5.48606      Lin-Lin
 99688.4     5.48803      Lin-Lin
 99689.2     5.49008      Lin-Lin
 99690       5.49262      Lin-Lin
 99690.9     5.4953       Lin-Lin
 99691.7     5.49814      Lin-Lin
 99692.3     5.50013      Lin-Lin
 99692.5     5.50081      Lin-Lin
 99692.9     5.50392      Lin-Lin
 99693.4     5.50865      Lin-Lin
 99694       5.51348      Lin-Lin
 99694.6     5.51841      Lin-Lin
 99695.2     5.52344      Lin-Lin
 99695.7     5.52859      Lin-Lin
 99696.3     5.53386      Lin-Lin
 99696.9     5.53925      Lin-Lin
 99697.7     5.54759      Lin-Lin
 99697.8     5.54866      Lin-Lin
 99698.5     5.5597       Lin-Lin
 99699.1     5.57031      Lin-Lin
 99699.8     5.58112      Lin-Lin
 99700.4     5.59214      Lin-Lin
 99701.3     5.60718      Lin-Lin
 99702.1     5.62262      Lin-Lin
 99703       5.63848      Lin-Lin
 99703.8     5.65479      Lin-Lin
 99703.9     5.65555      Lin-Lin
 99704.7     5.67808      Lin-Lin
 99705.4     5.69993      Lin-Lin
 99706.5     5.73006      Lin-Lin
 99707.5     5.7609       Lin-Lin
 99708.5     5.7901       Lin-Lin
 99708.6     5.793        Lin-Lin
 99709.6     5.83281      Lin-Lin
 99710.7     5.87327      Lin-Lin
 99711.7     5.91588      Lin-Lin
 99713       5.96693      Lin-Lin
 99713.4     5.98239      Lin-Lin
 99715.4     6.07514      Lin-Lin
 99719.8     6.27168      Lin-Lin
 99721.6     6.35444      Lin-Lin
 99723.3     6.42708      Lin-Lin
 99723.5     6.43751      Lin-Lin
 99724.8     6.47864      Lin-Lin
 99726.1     6.52184      Lin-Lin
 99727.2     6.55544      Lin-Lin
 99727.4     6.55779      Lin-Lin
 99728.5     6.57719      Lin-Lin
 99729.6     6.59483      Lin-Lin
 99730.8     6.61195      Lin-Lin
 99731.7     6.61494      Lin-Lin
 99732.3     6.616        Lin-Lin
 99733       6.61099      Lin-Lin
 99734.2     6.60036      Lin-Lin
 99735.3     6.5883       Lin-Lin
 99735.6     6.58371      Lin-Lin
 99736.4     6.56573      Lin-Lin
 99737.6     6.53553      Lin-Lin
 99738.9     6.50026      Lin-Lin
 99739.3     6.48612      Lin-Lin
 99740.3     6.44739      Lin-Lin
 99742.1     6.37734      Lin-Lin
 99744       6.29581      Lin-Lin
 99744.8     6.26226      Lin-Lin
 99748.7     6.08729      Lin-Lin
 99750.5     6.00664      Lin-Lin
 99752.1     5.93907      Lin-Lin
 99753.3     5.88592      Lin-Lin
 99753.6     5.87285      Lin-Lin
 99754.6     5.84033      Lin-Lin
 99755.6     5.80579      Lin-Lin
 99756.3     5.77967      Lin-Lin
 99757.1     5.75394      Lin-Lin
 99757.9     5.7286       Lin-Lin
 99758.3     5.71612      Lin-Lin
 99758.7     5.70646      Lin-Lin
 99759.4     5.68753      Lin-Lin
 99760.2     5.66897      Lin-Lin
 99761       5.65079      Lin-Lin
 99761.8     5.63141      Lin-Lin
 99762.5     5.616        Lin-Lin
 99763.2     5.60085      Lin-Lin
 99763.4     5.59662      Lin-Lin
 99763.9     5.58893      Lin-Lin
 99764.5     5.57844      Lin-Lin
 99765.2     5.56817      Lin-Lin
 99765.9     5.55812      Lin-Lin
 99766.6     5.54826      Lin-Lin
 99767.3     5.53858      Lin-Lin
 99767.9     5.52929      Lin-Lin
 99767.9     5.52917      Lin-Lin
 99768.6     5.5234       Lin-Lin
 99769.3     5.51815      Lin-Lin
 99769.9     5.51302      Lin-Lin
 99770.5     5.50801      Lin-Lin
 99771.2     5.50311      Lin-Lin
 99771.8     5.49831      Lin-Lin
 99772.5     5.49361      Lin-Lin
 99773.1     5.489        Lin-Lin
 99773.7     5.48447      Lin-Lin
 99774.4     5.48001      Lin-Lin
 99775       5.47563      Lin-Lin
 99775.6     5.47131      Lin-Lin
 99776.3     5.46704      Lin-Lin
 99776.5     5.46551      Lin-Lin
 99776.9     5.46426      Lin-Lin
 99777.9     5.4614       Lin-Lin
 99778.8     5.45864      Lin-Lin
 99779.6     5.45634      Lin-Lin
 99780.5     5.45409      Lin-Lin
 99781.3     5.45189      Lin-Lin
 99782.1     5.44974      Lin-Lin
 99782.9     5.44763      Lin-Lin
 99783.8     5.44555      Lin-Lin
 99785       5.4425       Lin-Lin
 99786.2     5.4395       Lin-Lin
 99787.4     5.43655      Lin-Lin
 99788.7     5.43365      Lin-Lin
 99789.9     5.43078      Lin-Lin
 99790.4     5.42962      Lin-Lin
 99791.1     5.4289       Lin-Lin
 99792.5     5.42761      Lin-Lin
 99794.1     5.42611      Lin-Lin
 99795.7     5.42465      Lin-Lin
 99797.3     5.42322      Lin-Lin
 99798.3     5.42227      Lin-Lin
 99800.5     5.42041      Lin-Lin
 99802.6     5.41857      Lin-Lin
 99804.7     5.41677      Lin-Lin
 99806.8     5.41498      Lin-Lin
 99809       5.41321      Lin-Lin
 99811.6     5.41106      Lin-Lin
 99814.2     5.40893      Lin-Lin
 99816.8     5.40681      Lin-Lin
 99819.4     5.40471      Lin-Lin
 99822       5.40263      Lin-Lin
 99824.6     5.40055      Lin-Lin
 99828.1     5.3978       Lin-Lin
 99831.6     5.39506      Lin-Lin
 99835.1     5.39234      Lin-Lin
 99839.5     5.38887      Lin-Lin
 99843.6     5.38572      Lin-Lin
 99847.6     5.38258      Lin-Lin
 99851.7     5.37944      Lin-Lin
 99855.7     5.37632      Lin-Lin
 99858.4     5.37424      Lin-Lin
 99861.1     5.37286      Lin-Lin
 99866.5     5.37011      Lin-Lin
 99872       5.36736      Lin-Lin
 99877.4     5.36463      Lin-Lin
 99884.7     5.36092      Lin-Lin
 99891.7     5.35742      Lin-Lin
 99898.6     5.35392      Lin-Lin
 99907.9     5.34927      Lin-Lin
 99917.2     5.34463      Lin-Lin
 99926.4     5.33999      Lin-Lin
 99935.7     5.33536      Lin-Lin
 99949.6     5.32842      Lin-Lin
 99960.5     5.32303      Lin-Lin
 99972.8     5.31687      Lin-Lin
 99991.4     5.30764      Lin-Lin
